control_id,control_name,control_text,domain_identifier,pptdf_scope,control_question,relative_weighting,nist_csf_function,is_new_control,is_mcr,is_dsr,control_type
NET-06,Network Segmentation (macrosegementation),"Mechanisms exist to ensure network architecture utilizes network segmentation to isolate systems, applications and services to protect from other network resources.",NET,Technology,"Does the organization ensure network architecture utilizes network segmentation to isolate systems, applications and services to protect from other network resources?",10,Protect,No,No,No,SCF
NET-06.1,Security Management Subnets,Mechanisms exist to implement security management subnets to isolate security tools and support components from other internal system components by implementing separate subnetworks with managed interfaces to other components of the system. ,NET,Technology,Does the organization implement security management subnets to isolate security tools and support components from other internal system components by implementing separate subnetworks with managed interfaces to other components of the system? ,9,Protect,No,No,No,SCF
NET-06.2,Virtual Local Area Network (VLAN) Separation,Mechanisms exist to enable Virtual Local Area Networks (VLANs) to limit the ability of devices on a network to directly communicate with other devices on the subnet and limit an attacker's ability to laterally move to compromise neighboring systems. ,NET,Technology,Does the organization enable Virtual Local Area Networks (VLANs) to limit the ability of devices on a network to directly communicate with other devices on the subnet and limit an attacker's ability to laterally move to compromise neighboring systems? ,9,Protect,No,No,No,SCF
NET-06.3,Sensitive / Regulated Data Enclave (Secure Zone),Mechanisms exist to implement segmentation controls to restrict inbound and outbound connectivity for sensitive / regulated data enclaves (secure zones). ,NET,Technology,Does the organization implement segmentation controls to restrict inbound and outbound connectivity for sensitive / regulated data enclaves (secure zones)? ,10,Protect,No,No,No,SCF
NET-06.4,Segregation From Enterprise Services,"Mechanisms exist to isolate sensitive / regulated data enclaves (secure zones) from corporate-provided IT resources by providing enclave-specific IT services (e.g., directory services, DNS, NTP, ITAM, antimalware, patch management, etc.) to those isolated network segments.",NET,Technology,"Does the organization isolate sensitive / regulated data enclaves (secure zones) from corporate-provided IT resources by providing enclave-specific IT services (e.g., directory services, DNS, NTP, ITAM, antimalware, patch management, etc.) to those isolated network segments?",4,Protect,No,No,No,SCF
NET-06.5,Direct Internet Access Restrictions,"Mechanisms exist to prohibit, or strictly-control, Internet access from sensitive / regulated data enclaves (secure zones).",NET,Technology,"Does the organization prohibit, or strictly-control, Internet access from sensitive / regulated data enclaves (secure zones)?",6,Protect,No,No,No,SCF
NET-06.6,Microsegmentation,"Automated mechanisms exist to enable microsegmentation, either physically or virtually, to divide the network according to application and data workflows communications needs.",NET,Technology,"Does the organization use automated mechanisms to enable microsegmentation, either physically or virtually, to divide the network according to application and data workflows communications needs?",2,Protect,No,No,No,SCF
NET-06.7,Software Defined Networking (SDN),"Automated mechanisms exist to enable dynamic, policy-driven network segmentation, access controls and traffic management with a Software Defined Networking (SDN) architecture.",NET,Technology,"Does the organization enable dynamic, policy-driven network segmentation, access controls and traffic management?",5,Protect,No,No,No,SCF
NET-07,Network Connection Termination,Mechanisms exist to terminate network connections at the end of a session or after an organization-defined time period of inactivity. ,NET,Technology,Does the organization terminate network connections at the end of a session or after an organization-defined time period of inactivity? ,8,Protect,No,No,No,SCF
NET-08,Network Intrusion Detection / Prevention Systems (NIDS / NIPS),Mechanisms exist to employ Network Intrusion Detection / Prevention Systems (NIDS/NIPS) to detect and/or prevent intrusions into the network. ,NET,Technology,Does the organization employ Network Intrusion Detection / Prevention Systems (NIDS/NIPS) to detect and/or prevent intrusions into the network? ,9,Protect,No,No,No,SCF
NET-08.1,DMZ Networks,Mechanisms exist to monitor De-Militarized Zone (DMZ) network segments to separate untrusted networks from trusted networks.,NET,Technology,Does the organization monitor De-Militarized Zone (DMZ) network segments to separate untrusted networks from trusted networks?,8,Protect,No,No,No,SCF
